GP,Year,Driver,Team,DriverPointsBefore,TeamPointsBefore,DriverRecentForm,TeamRecentForm,QualifyingTime (s),AvgRaceTime (s),StartPosition,EndPosition
German Grand Prix,2018,ERI,Sauber,3.0,16.0,13.666666666666666,15.666666666666666,73.736,83.19383333333333,13.0,9.0
German Grand Prix,2018,HAR,Toro Rosso,1.0,19.0,17.0,16.666666666666668,74.045,83.20862121212122,17.0,10.0
German Grand Prix,2018,MAG,Haas F1 Team,39.0,51.0,6.666666666666667,10.0,72.2,83.32210606060606,5.0,11.0
German Grand Prix,2018,SAI,Renault,28.0,70.0,12.333333333333334,14.333333333333334,72.692,83.25275757575757,8.0,12.0
German Grand Prix,2018,VAN,McLaren,8.0,48.0,12.666666666666666,11.333333333333334,74.401,83.3804696969697,19.0,13.0
German Grand Prix,2018,GAS,Toro Rosso,18.0,19.0,14.666666666666666,16.666666666666668,73.749,84.55118461538461,16.0,14.0
German Grand Prix,2018,LEC,Sauber,13.0,16.0,12.666666666666666,15.666666666666666,72.717,84.3565625,9.0,15.0
German Grand Prix,2018,ALO,McLaren,40.0,48.0,10.666666666666666,11.333333333333334,73.657,84.741796875,11.0,16.0
German Grand Prix,2018,STR,Williams,4.0,4.0,14.333333333333334,13.333333333333334,74.206,83.93682692307692,18.0,17.0
German Grand Prix,2018,VET,Ferrari,171.0,287.0,3.0,2.3333333333333335,71.212,79.05742000000001,1.0,18.0
German Grand Prix,2018,SIR,Williams,0.0,4.0,14.0,13.333333333333334,73.702,82.16412,12.0,19.0
German Grand Prix,2018,RIC,Red Bull Racing,106.0,199.0,9.0,12.666666666666666,73.318,79.76938461538461,20.0,20.0
Hungarian Grand Prix,2018,HAM,Mercedes,188.0,310.0,6.333333333333333,2.3333333333333335,95.658,83.32930434782608,1.0,1.0
Hungarian Grand Prix,2018,VET,Ferrari,171.0,302.0,7.333333333333333,8.0,96.21,83.5474347826087,4.0,2.0
Hungarian Grand Prix,2018,RAI,Ferrari,131.0,302.0,2.6666666666666665,8.0,96.186,83.57584057971015,3.0,3.0
Hungarian Grand Prix,2018,RIC,Red Bull Racing,106.0,211.0,14.333333333333334,13.0,96.442,83.83588405797101,12.0,4.0
Hungarian Grand Prix,2018,BOT,Mercedes,122.0,310.0,8.333333333333334,2.3333333333333335,95.918,84.03839130434783,2.0,5.0
Hungarian Grand Prix,2018,GAS,Toro Rosso,18.0,20.0,12.666666666666666,14.666666666666666,97.591,84.31807246376812,6.0,6.0
Hungarian Grand Prix,2018,MAG,Haas F1 Team,39.0,59.0,8.333333333333334,11.0,99.858,84.54307352941177,9.0,7.0
Hungarian Grand Prix,2018,ALO,McLaren,40.0,48.0,10.666666666666666,13.333333333333334,95.214,85.04004411764706,11.0,8.0
Hungarian Grand Prix,2018,SAI,Renault,28.0,80.0,13.666666666666666,11.333333333333334,96.743,85.25298529411765,5.0,9.0
Hungarian Grand Prix,2018,GRO,Haas F1 Team,20.0,59.0,8.666666666666666,11.0,100.593,85.22204411764706,10.0,10.0
Hungarian Grand Prix,2018,HAR,Toro Rosso,2.0,20.0,15.666666666666666,14.666666666666666,98.128,85.26885294117648,8.0,11.0
Hungarian Grand Prix,2018,HUL,Renault,52.0,80.0,10.333333333333334,11.333333333333334,96.506,85.35307352941176,13.0,12.0
Hungarian Grand Prix,2018,OCO,Force India,29.0,59.0,7.0,8.333333333333334,79.142,85.44189705882353,18.0,13.0
Hungarian Grand Prix,2018,PER,Force India,30.0,59.0,8.0,8.333333333333334,79.2,85.57748529411765,19.0,14.0
Hungarian Grand Prix,2018,ERI,Sauber,5.0,18.0,12.333333333333334,14.333333333333334,97.075,86.24726865671641,14.0,15.0
Hungarian Grand Prix,2018,SIR,Williams,0.0,4.0,15.333333333333334,16.666666666666668,79.301,86.39819402985074,20.0,16.0
Hungarian Grand Prix,2018,STR,Williams,4.0,4.0,14.333333333333334,16.666666666666668,78.56,86.38468656716418,15.0,17.0
Hungarian Grand Prix,2018,VAN,McLaren,8.0,48.0,13.0,13.333333333333334,78.782,85.36235416666666,16.0,18.0
Hungarian Grand Prix,2018,VER,Red Bull Racing,105.0,211.0,6.666666666666667,13.0,98.032,84.3125,7.0,19.0
Hungarian Grand Prix,2018,LEC,Sauber,13.0,18.0,14.333333333333334,14.333333333333334,78.817,,17.0,20.0
Belgian Grand Prix,2018,VET,Ferrari,189.0,335.0,7.0,7.666666666666667,118.905,108.30737500000001,2.0,1.0
Belgian Grand Prix,2018,HAM,Mercedes,213.0,345.0,1.3333333333333333,2.6666666666666665,118.179,108.568425,1.0,2.0
Belgian Grand Prix,2018,VER,Red Bull Racing,105.0,223.0,12.666666666666666,14.333333333333334,122.769,109.04002499999999,7.0,3.0
Belgian Grand Prix,2018,BOT,Mercedes,132.0,345.0,3.6666666666666665,2.6666666666666665,102.191,109.73320000000001,19.0,4.0
Belgian Grand Prix,2018,PER,Racing Point,30.0,0.0,10.333333333333334,,121.894,110.05495,4.0,5.0
Belgian Grand Prix,2018,OCO,Racing Point,29.0,0.0,9.333333333333334,,121.851,110.25605,3.0,6.0
Belgian Grand Prix,2018,GRO,Haas F1 Team,21.0,66.0,10.666666666666666,9.333333333333334,122.122,110.396425,5.0,7.0
Belgian Grand Prix,2018,MAG,Haas F1 Team,45.0,66.0,9.0,9.333333333333334,124.933,110.424325,9.0,8.0
Belgian Grand Prix,2018,GAS,Toro Rosso,26.0,28.0,11.0,10.333333333333334,103.844,110.871325,10.0,9.0
Belgian Grand Prix,2018,ERI,Sauber,5.0,18.0,14.0,16.666666666666668,104.301,111.10856410256412,13.0,10.0
Belgian Grand Prix,2018,SAI,Renault,30.0,82.0,12.666666666666666,11.0,104.489,111.39289743589744,14.0,11.0
Belgian Grand Prix,2018,SIR,Williams,0.0,4.0,16.333333333333332,17.333333333333332,104.998,111.47879487179486,16.0,12.0
Belgian Grand Prix,2018,STR,Williams,4.0,4.0,15.333333333333334,17.333333333333332,105.134,111.5298205128205,17.0,13.0
Belgian Grand Prix,2018,HAR,Toro Rosso,2.0,28.0,13.666666666666666,10.333333333333334,103.865,111.92397435897435,11.0,14.0
Belgian Grand Prix,2018,VAN,McLaren,8.0,52.0,14.0,14.0,105.307,112.05620512820512,18.0,15.0
Belgian Grand Prix,2018,RIC,Red Bull Racing,118.0,223.0,9.666666666666666,14.333333333333334,122.939,111.0235,8.0,16.0
Belgian Grand Prix,2018,RAI,Ferrari,146.0,335.0,3.0,7.666666666666667,122.671,124.00775,6.0,17.0
Belgian Grand Prix,2018,LEC,Sauber,13.0,18.0,18.0,16.666666666666668,104.062,,12.0,18.0
Belgian Grand Prix,2018,ALO,McLaren,44.0,52.0,10.666666666666666,14.0,104.917,,15.0,19.0
Belgian Grand Prix,2018,HUL,Renault,52.0,82.0,7.666666666666667,11.0,104.145,,20.0,20.0
Italian Grand Prix,2018,HAM,Mercedes,231.0,375.0,1.3333333333333333,3.6666666666666665,79.294,86.61550000000001,3.0,1.0
Italian Grand Prix,2018,RAI,Ferrari,146.0,360.0,7.666666666666667,7.0,79.119,86.84930769230769,1.0,2.0
Italian Grand Prix,2018,BOT,Mercedes,144.0,375.0,3.6666666666666665,3.6666666666666665,79.656,86.85211538461539,4.0,3.0
Italian Grand Prix,2018,VET,Ferrari,214.0,360.0,7.0,7.0,79.28,86.53975,2.0,4.0
Italian Grand Prix,2018,VER,Red Bull Racing,120.0,238.0,8.666666666666666,12.666666666666666,80.615,86.85867307692307,5.0,5.0
Italian Grand Prix,2018,OCO,Racing Point,37.0,18.0,9.0,5.5,81.099,87.62536538461539,8.0,6.0
Italian Grand Prix,2018,PER,Racing Point,40.0,18.0,8.666666666666666,5.5,81.888,87.51557692307694,14.0,7.0
Italian Grand Prix,2018,SAI,Renault,30.0,82.0,10.666666666666666,14.333333333333334,81.041,88.03834615384615,7.0,8.0
Italian Grand Prix,2018,STR,Williams,4.0,4.0,15.666666666666666,14.0,81.627,88.21,10.0,9.0
Italian Grand Prix,2018,SIR,Williams,0.0,4.0,15.666666666666666,14.0,81.732,88.29807843137256,12.0,10.0
Italian Grand Prix,2018,LEC,Sauber,13.0,19.0,17.666666666666668,16.0,81.889,88.2745294117647,15.0,11.0
Italian Grand Prix,2018,VAN,McLaren,8.0,52.0,15.333333333333334,17.333333333333332,82.085,88.44017647058823,17.0,12.0
Italian Grand Prix,2018,HUL,Renault,52.0,82.0,12.333333333333334,14.333333333333334,81.801,88.43566666666666,20.0,13.0
Italian Grand Prix,2018,GAS,Toro Rosso,28.0,30.0,9.666666666666666,11.333333333333334,81.35,88.63421568627452,9.0,14.0
Italian Grand Prix,2018,ERI,Sauber,6.0,19.0,11.333333333333334,16.0,82.048,88.23886274509803,18.0,15.0
Italian Grand Prix,2018,MAG,Haas F1 Team,49.0,76.0,8.666666666666666,8.333333333333334,81.669,89.73896078431372,11.0,16.0
Italian Grand Prix,2018,RIC,Red Bull Racing,118.0,238.0,13.333333333333334,12.666666666666666,81.28,90.0095909090909,19.0,17.0
Italian Grand Prix,2018,ALO,McLaren,44.0,52.0,14.333333333333334,17.333333333333332,82.568,100.420125,13.0,18.0
Italian Grand Prix,2018,HAR,Toro Rosso,2.0,30.0,11.666666666666666,11.333333333333334,81.934,,16.0,19.0
Italian Grand Prix,2018,GRO,Haas F1 Team,27.0,76.0,7.666666666666667,8.333333333333334,80.936,87.64251923076924,6.0,20.0
Singapore Grand Prix,2018,HAM,Mercedes,256.0,415.0,1.3333333333333333,2.6666666666666665,96.015,105.91582456140351,1.0,1.0
Singapore Grand Prix,2018,VER,Red Bull Racing,130.0,248.0,9.0,12.666666666666666,96.334,106.04414035087719,2.0,2.0
Singapore Grand Prix,2018,VET,Ferrari,226.0,390.0,2.3333333333333335,7.666666666666667,96.628,106.60156140350877,3.0,3.0
Singapore Grand Prix,2018,BOT,Mercedes,159.0,415.0,4.0,2.6666666666666665,96.702,106.78705263157894,4.0,4.0
Singapore Grand Prix,2018,RAI,Ferrari,164.0,390.0,7.333333333333333,7.666666666666667,96.794,106.79471929824561,5.0,5.0
Singapore Grand Prix,2018,RIC,Red Bull Racing,118.0,248.0,12.333333333333334,12.666666666666666,96.996,106.79677192982456,6.0,6.0
Singapore Grand Prix,2018,ALO,McLaren,44.0,52.0,15.0,16.333333333333332,98.641,107.60368421052631,11.0,7.0
Singapore Grand Prix,2018,SAI,Renault,34.0,86.0,9.333333333333334,13.666666666666666,98.716,108.05371428571428,12.0,8.0
Singapore Grand Prix,2018,LEC,Sauber,13.0,19.0,16.333333333333332,14.666666666666666,98.747,108.28051785714285,13.0,9.0
Singapore Grand Prix,2018,HUL,Renault,52.0,86.0,15.0,13.666666666666666,98.588,108.54183928571429,10.0,10.0
Singapore Grand Prix,2018,ERI,Sauber,6.0,19.0,13.333333333333334,14.666666666666666,99.453,108.76155357142856,14.0,11.0
Singapore Grand Prix,2018,VAN,McLaren,8.0,52.0,15.0,16.333333333333332,99.864,109.45484210526317,18.0,12.0
Singapore Grand Prix,2018,GAS,Toro Rosso,28.0,30.0,9.666666666666666,15.666666666666666,99.691,108.94708928571428,15.0,13.0
Singapore Grand Prix,2018,STR,Williams,6.0,7.0,13.0,10.666666666666666,101.334,109.61347368421052,20.0,14.0
Singapore Grand Prix,2018,GRO,Haas F1 Team,27.0,76.0,12.333333333333334,14.666666666666666,98.32,108.95883928571428,8.0,15.0
Singapore Grand Prix,2018,PER,Racing Point,46.0,32.0,8.666666666666666,6.333333333333333,97.985,109.45364285714287,7.0,16.0
Singapore Grand Prix,2018,HAR,Toro Rosso,2.0,30.0,14.666666666666666,15.666666666666666,99.809,109.60730357142857,17.0,17.0
Singapore Grand Prix,2018,MAG,Haas F1 Team,49.0,76.0,10.333333333333334,14.666666666666666,99.644,109.89536363636364,16.0,18.0
Singapore Grand Prix,2018,SIR,Williams,1.0,7.0,12.666666666666666,10.666666666666666,101.263,111.56807142857143,19.0,19.0
Singapore Grand Prix,2018,OCO,Racing Point,45.0,32.0,8.333333333333334,6.333333333333333,98.365,,9.0,20.0
Russian Grand Prix,2018,HAM,Mercedes,281.0,452.0,1.3333333333333333,2.6666666666666665,91.532,98.91288461538463,2.0,1.0
Russian Grand Prix,2018,BOT,Mercedes,171.0,452.0,3.6666666666666665,2.6666666666666665,91.387,98.98828846153846,1.0,2.0
Russian Grand Prix,2018,VET,Ferrari,241.0,415.0,2.6666666666666665,4.0,91.943,99.03440384615384,3.0,3.0
Russian Grand Prix,2018,RAI,Ferrari,174.0,415.0,8.0,4.0,92.237,99.1851923076923,4.0,4.0
Russian Grand Prix,2018,VER,Red Bull Racing,148.0,274.0,3.3333333333333335,8.333333333333334,93.048,99.25954901960785,19.0,5.0
Russian Grand Prix,2018,RIC,Red Bull Racing,126.0,274.0,13.0,8.333333333333334,93.247,100.2065576923077,18.0,6.0
Russian Grand Prix,2018,LEC,Sauber,15.0,21.0,12.666666666666666,11.666666666666666,93.419,100.71003846153846,7.0,7.0
Russian Grand Prix,2018,MAG,Haas F1 Team,49.0,76.0,14.0,17.666666666666668,93.181,101.03643137254902,5.0,8.0
Russian Grand Prix,2018,OCO,Racing Point,45.0,32.0,10.666666666666666,14.333333333333334,93.413,101.08794117647058,6.0,9.0
Russian Grand Prix,2018,PER,Racing Point,46.0,32.0,9.333333333333334,14.333333333333334,93.563,101.15650980392157,8.0,10.0
Russian Grand Prix,2018,GRO,Haas F1 Team,27.0,76.0,14.0,17.666666666666668,93.704,101.45400000000001,9.0,11.0
Russian Grand Prix,2018,HUL,Renault,53.0,91.0,14.333333333333334,10.333333333333334,94.655,101.49196078431373,12.0,12.0
Russian Grand Prix,2018,ERI,Sauber,6.0,21.0,12.0,11.666666666666666,95.196,101.87119607843137,10.0,13.0
Russian Grand Prix,2018,ALO,McLaren,50.0,58.0,14.666666666666666,12.333333333333334,95.504,102.16049019607844,16.0,14.0
Russian Grand Prix,2018,STR,Williams,6.0,7.0,12.0,14.333333333333334,96.437,102.20678431372549,14.0,15.0
Russian Grand Prix,2018,VAN,McLaren,8.0,58.0,13.0,12.333333333333334,95.977,102.73636,15.0,16.0
Russian Grand Prix,2018,SAI,Renault,38.0,91.0,9.0,10.333333333333334,94.626,102.90492,11.0,17.0
Russian Grand Prix,2018,SIR,Williams,1.0,7.0,13.666666666666666,14.333333333333334,95.612,102.86211999999999,13.0,18.0
Russian Grand Prix,2018,GAS,Toro Rosso,28.0,30.0,12.0,16.333333333333332,94.383,115.14533333333333,17.0,19.0
Russian Grand Prix,2018,HAR,Toro Rosso,2.0,30.0,16.666666666666668,16.333333333333332,95.037,107.07300000000001,20.0,20.0
Japanese Grand Prix,2018,HAM,Mercedes,306.0,495.0,1.0,2.3333333333333335,87.76,98.89482692307692,1.0,1.0
Japanese Grand Prix,2018,BOT,Mercedes,189.0,495.0,3.0,2.3333333333333335,88.059,99.11748076923078,2.0,2.0
Japanese Grand Prix,2018,VER,Red Bull Racing,158.0,292.0,4.0,5.666666666666667,89.057,99.09461538461538,3.0,3.0
Japanese Grand Prix,2018,RIC,Red Bull Racing,134.0,292.0,9.666666666666666,5.666666666666667,89.806,99.0845576923077,15.0,4.0
Japanese Grand Prix,2018,RAI,Ferrari,186.0,442.0,3.6666666666666665,4.0,89.521,99.77909615384615,4.0,5.0
Japanese Grand Prix,2018,VET,Ferrari,256.0,442.0,3.3333333333333335,4.0,92.192,100.153,8.0,6.0
Japanese Grand Prix,2018,PER,Racing Point,47.0,35.0,11.0,13.0,97.229,100.28953846153846,9.0,7.0
Japanese Grand Prix,2018,GRO,Haas F1 Team,27.0,80.0,15.333333333333334,12.333333333333334,89.761,100.47007692307693,5.0,8.0
Japanese Grand Prix,2018,OCO,Racing Point,47.0,35.0,11.666666666666666,13.0,90.126,100.44507692307693,11.0,9.0
Japanese Grand Prix,2018,SAI,Renault,38.0,91.0,11.0,13.0,90.49,100.84684313725491,13.0,10.0
Japanese Grand Prix,2018,GAS,Toro Rosso,28.0,30.0,15.333333333333334,18.666666666666668,90.093,101.13880392156862,7.0,11.0
Japanese Grand Prix,2018,ERI,Sauber,6.0,27.0,13.0,10.333333333333334,91.213,100.37728000000001,20.0,12.0
Japanese Grand Prix,2018,HAR,Toro Rosso,2.0,30.0,18.666666666666668,18.666666666666668,90.023,101.53268627450981,6.0,13.0
Japanese Grand Prix,2018,ALO,McLaren,50.0,58.0,13.0,14.0,90.573,101.48933333333333,18.0,14.0
Japanese Grand Prix,2018,VAN,McLaren,8.0,58.0,13.333333333333334,14.0,91.041,101.46100000000001,19.0,15.0
Japanese Grand Prix,2018,SIR,Williams,1.0,7.0,15.666666666666666,17.333333333333332,90.372,100.54198000000001,17.0,16.0
Japanese Grand Prix,2018,STR,Williams,6.0,7.0,12.666666666666666,17.333333333333332,90.714,101.62054901960785,14.0,17.0
Japanese Grand Prix,2018,LEC,Sauber,21.0,27.0,9.0,10.333333333333334,89.864,101.59475,10.0,18.0
Japanese Grand Prix,2018,HUL,Renault,53.0,91.0,11.666666666666666,13.0,90.361,103.31375,16.0,19.0
Japanese Grand Prix,2018,MAG,Haas F1 Team,53.0,80.0,14.0,12.333333333333334,90.226,118.9182,12.0,20.0
United States Grand Prix,2018,RAI,Ferrari,196.0,460.0,4.666666666666667,5.0,92.307,101.07734545454545,2.0,1.0
United States Grand Prix,2018,VER,Red Bull Racing,173.0,319.0,3.3333333333333335,4.333333333333333,94.766,100.9135090909091,18.0,2.0
United States Grand Prix,2018,HAM,Mercedes,331.0,538.0,1.0,1.6666666666666667,92.237,101.08523636363637,1.0,3.0
United States Grand Prix,2018,VET,Ferrari,264.0,460.0,4.0,5.0,92.298,101.15578181818182,5.0,4.0
United States Grand Prix,2018,BOT,Mercedes,207.0,538.0,2.6666666666666665,1.6666666666666667,92.616,101.46998181818182,3.0,5.0
United States Grand Prix,2018,HUL,Renault,53.0,92.0,13.666666666666666,15.333333333333334,94.215,102.55483636363635,7.0,6.0
United States Grand Prix,2018,SAI,Renault,39.0,92.0,11.666666666666666,15.333333333333334,94.566,102.68187272727272,11.0,7.0
United States Grand Prix,2018,PER,Racing Point,53.0,43.0,11.0,8.666666666666666,94.594,102.80659259259258,10.0,8.0
United States Grand Prix,2018,HAR,Toro Rosso,2.0,30.0,16.666666666666668,14.666666666666666,95.206,103.3045185185185,20.0,9.0
United States Grand Prix,2018,ERI,Sauber,6.0,27.0,12.0,14.333333333333334,95.536,103.2805925925926,16.0,10.0
United States Grand Prix,2018,VAN,McLaren,8.0,58.0,14.333333333333334,15.0,95.735,103.34201851851851,17.0,11.0
United States Grand Prix,2018,GAS,Toro Rosso,28.0,30.0,14.333333333333334,14.666666666666666,94.85,103.7587037037037,19.0,12.0
United States Grand Prix,2018,SIR,Williams,1.0,7.0,17.666666666666668,17.0,95.362,104.0242962962963,14.0,13.0
United States Grand Prix,2018,STR,Williams,6.0,7.0,15.333333333333334,17.0,95.48,104.70890384615385,15.0,14.0
United States Grand Prix,2018,LEC,Sauber,21.0,27.0,11.333333333333334,14.333333333333334,94.42,105.86550000000001,9.0,15.0
United States Grand Prix,2018,RIC,Red Bull Racing,146.0,319.0,5.333333333333333,4.333333333333333,93.494,101.31371428571428,4.0,16.0
United States Grand Prix,2018,GRO,Haas F1 Team,31.0,84.0,11.333333333333334,13.0,94.25,149.206,8.0,17.0
United States Grand Prix,2018,ALO,McLaren,50.0,58.0,11.666666666666666,15.0,95.294,,13.0,18.0
United States Grand Prix,2018,OCO,Racing Point,49.0,43.0,12.666666666666666,8.666666666666666,94.145,102.73963636363636,6.0,19.0
United States Grand Prix,2018,MAG,Haas F1 Team,53.0,84.0,15.333333333333334,13.0,94.732,102.71732727272727,12.0,20.0
Mexico City Grand Prix,2018,VER,Red Bull Racing,191.0,337.0,3.3333333333333335,7.333333333333333,74.785,83.22581428571428,2.0,1.0
Mexico City Grand Prix,2018,VET,Ferrari,276.0,497.0,4.333333333333333,3.6666666666666665,74.97,83.42365714285714,4.0,2.0
Mexico City Grand Prix,2018,RAI,Ferrari,221.0,497.0,3.3333333333333335,3.6666666666666665,75.33,83.85172857142857,6.0,3.0
Mexico City Grand Prix,2018,HAM,Mercedes,346.0,563.0,1.6666666666666667,3.3333333333333335,74.894,84.33457142857144,3.0,4.0
Mexico City Grand Prix,2018,BOT,Mercedes,217.0,563.0,3.0,3.3333333333333335,75.16,84.54485507246378,5.0,5.0
Mexico City Grand Prix,2018,HUL,Renault,61.0,106.0,12.333333333333334,10.666666666666666,75.827,85.87013235294117,7.0,6.0
Mexico City Grand Prix,2018,LEC,Sauber,21.0,28.0,13.333333333333334,14.333333333333334,76.189,86.01401470588236,9.0,7.0
Mexico City Grand Prix,2018,VAN,McLaren,8.0,58.0,14.0,14.666666666666666,76.966,86.23148529411765,15.0,8.0
Mexico City Grand Prix,2018,ERI,Sauber,7.0,28.0,11.666666666666666,14.333333333333334,76.513,86.44563235294117,10.0,9.0
Mexico City Grand Prix,2018,GAS,Toro Rosso,28.0,32.0,14.0,11.333333333333334,76.828,86.42008823529412,20.0,10.0
Mexico City Grand Prix,2018,OCO,Racing Point,49.0,47.0,12.333333333333334,12.0,76.844,86.4904705882353,11.0,11.0
Mexico City Grand Prix,2018,STR,Williams,6.0,7.0,15.333333333333334,14.666666666666666,77.689,86.55511764705882,17.0,12.0
Mexico City Grand Prix,2018,SIR,Williams,1.0,7.0,15.666666666666666,14.666666666666666,77.886,86.55638235294117,19.0,13.0
Mexico City Grand Prix,2018,HAR,Toro Rosso,4.0,32.0,14.0,11.333333333333334,77.184,86.47376470588236,14.0,14.0
Mexico City Grand Prix,2018,MAG,Haas F1 Team,53.0,84.0,16.0,19.0,77.599,86.70948529411764,16.0,15.0
Mexico City Grand Prix,2018,GRO,Haas F1 Team,31.0,84.0,12.0,19.0,76.911,86.77958208955224,18.0,16.0
Mexico City Grand Prix,2018,RIC,Red Bull Racing,146.0,337.0,8.666666666666666,7.333333333333333,74.759,83.12221666666666,1.0,17.0
Mexico City Grand Prix,2018,PER,Racing Point,57.0,47.0,8.333333333333334,12.0,77.167,87.42867567567568,13.0,18.0
Mexico City Grand Prix,2018,SAI,Renault,45.0,106.0,11.333333333333334,10.666666666666666,76.084,85.57885185185185,8.0,19.0
Mexico City Grand Prix,2018,ALO,McLaren,50.0,58.0,15.333333333333334,14.666666666666666,76.871,84.62049999999999,12.0,20.0
São Paulo Grand Prix,2018,HAM,Mercedes,358.0,585.0,2.6666666666666665,4.666666666666667,67.281,73.58835714285715,1.0,1.0
São Paulo Grand Prix,2018,VER,Red Bull Racing,216.0,362.0,2.0,11.333333333333334,67.778,73.57639999999999,5.0,2.0
São Paulo Grand Prix,2018,RAI,Ferrari,236.0,530.0,3.0,3.0,67.456,73.63277142857143,4.0,3.0
São Paulo Grand Prix,2018,RIC,Red Bull Racing,146.0,362.0,12.333333333333334,11.333333333333334,67.78,73.58968571428572,11.0,4.0
São Paulo Grand Prix,2018,BOT,Mercedes,227.0,585.0,4.0,4.666666666666667,67.441,73.90745714285714,3.0,5.0
São Paulo Grand Prix,2018,VET,Ferrari,294.0,530.0,4.0,3.0,67.374,73.95672857142857,2.0,6.0
São Paulo Grand Prix,2018,LEC,Sauber,27.0,36.0,13.333333333333334,10.333333333333334,68.492,74.1773,7.0,7.0
São Paulo Grand Prix,2018,GRO,Haas F1 Team,31.0,84.0,13.666666666666666,17.0,68.517,74.26801428571427,8.0,8.0
São Paulo Grand Prix,2018,MAG,Haas F1 Team,53.0,84.0,18.333333333333332,17.0,68.659,74.26310000000001,10.0,9.0
São Paulo Grand Prix,2018,PER,Racing Point,57.0,47.0,11.0,16.0,68.741,74.69379710144928,12.0,10.0
São Paulo Grand Prix,2018,HAR,Toro Rosso,4.0,33.0,12.0,12.0,69.28,75.40315942028985,16.0,11.0
São Paulo Grand Prix,2018,SAI,Renault,45.0,114.0,12.0,10.666666666666666,69.269,75.43271014492754,15.0,12.0
São Paulo Grand Prix,2018,GAS,Toro Rosso,29.0,33.0,11.0,12.0,69.029,75.51666666666667,9.0,13.0
São Paulo Grand Prix,2018,VAN,McLaren,12.0,62.0,11.333333333333334,15.333333333333334,69.601,75.46592753623189,20.0,14.0
São Paulo Grand Prix,2018,OCO,Racing Point,49.0,47.0,13.0,16.0,68.77,75.49439130434783,18.0,15.0
São Paulo Grand Prix,2018,SIR,Williams,1.0,7.0,14.0,13.0,70.381,75.8804705882353,14.0,16.0
São Paulo Grand Prix,2018,ALO,McLaren,50.0,62.0,17.333333333333332,15.333333333333334,69.402,75.83569117647059,17.0,17.0
São Paulo Grand Prix,2018,STR,Williams,6.0,7.0,14.333333333333334,13.0,69.441,76.14489705882353,19.0,18.0
São Paulo Grand Prix,2018,HUL,Renault,69.0,114.0,10.333333333333334,10.666666666666666,68.834,75.71644827586206,13.0,19.0
São Paulo Grand Prix,2018,ERI,Sauber,9.0,36.0,10.333333333333334,10.333333333333334,68.296,78.94000000000001,6.0,20.0
Abu Dhabi Grand Prix,2018,HAM,Mercedes,383.0,620.0,2.6666666666666665,3.6666666666666665,94.794,105.04186274509804,1.0,1.0
Abu Dhabi Grand Prix,2018,VET,Ferrari,302.0,553.0,4.0,4.0,95.125,105.04523529411765,3.0,2.0
Abu Dhabi Grand Prix,2018,VER,Red Bull Racing,234.0,392.0,1.6666666666666667,7.666666666666667,95.589,105.18513725490196,6.0,3.0
Abu Dhabi Grand Prix,2018,RIC,Red Bull Racing,158.0,392.0,12.333333333333334,7.666666666666667,95.401,105.26596078431373,5.0,4.0
Abu Dhabi Grand Prix,2018,BOT,Mercedes,237.0,620.0,5.0,3.6666666666666665,94.956,105.95982352941176,2.0,5.0
Abu Dhabi Grand Prix,2018,SAI,Renault,45.0,114.0,12.666666666666666,16.666666666666668,96.982,106.3395294117647,11.0,6.0
Abu Dhabi Grand Prix,2018,LEC,Sauber,33.0,42.0,9.666666666666666,12.0,96.237,106.75639215686274,8.0,7.0
Abu Dhabi Grand Prix,2018,PER,Racing Point,58.0,48.0,12.0,14.333333333333334,97.541,106.71441176470589,14.0,8.0
Abu Dhabi Grand Prix,2018,GRO,Haas F1 Team,35.0,90.0,13.666666666666666,11.0,96.192,107.52594,7.0,9.0
Abu Dhabi Grand Prix,2018,MAG,Haas F1 Team,55.0,90.0,14.666666666666666,11.0,97.309,107.47005999999999,13.0,10.0
Abu Dhabi Grand Prix,2018,ALO,McLaren,50.0,62.0,18.333333333333332,17.0,97.743,107.5416,15.0,11.0
Abu Dhabi Grand Prix,2018,HAR,Toro Rosso,4.0,33.0,11.333333333333334,12.666666666666666,97.994,107.88276,16.0,12.0
Abu Dhabi Grand Prix,2018,STR,Williams,6.0,7.0,14.666666666666666,15.666666666666666,98.682,107.98613999999999,20.0,13.0
Abu Dhabi Grand Prix,2018,VAN,McLaren,12.0,62.0,11.0,17.0,98.577,107.98255999999999,18.0,14.0
Abu Dhabi Grand Prix,2018,SIR,Williams,1.0,7.0,14.0,15.666666666666666,98.635,108.29178,19.0,15.0
Abu Dhabi Grand Prix,2018,GAS,Toro Rosso,29.0,33.0,11.666666666666666,12.666666666666666,98.166,108.06561904761905,17.0,16.0
