GP,Year,Driver,Team,DriverPointsBefore,TeamPointsBefore,DriverRecentForm,TeamRecentForm,QualifyingTime (s),AvgRaceTime (s),StartPosition,EndPosition
Italian Grand Prix,2024,PER,Red Bull Racing,125.0,394.0,6.666666666666667,5.0,80.062,85.44571153846154,8.0,8.0
Italian Grand Prix,2024,ALB,Williams,4.0,4.0,13.333333333333334,15.666666666666666,80.299,85.6965,9.0,9.0
Italian Grand Prix,2024,MAG,Haas F1 Team,5.0,25.0,15.666666666666666,15.666666666666666,80.698,85.48265384615385,13.0,10.0
Italian Grand Prix,2024,ALO,Aston Martin,49.0,73.0,9.666666666666666,11.333333333333334,80.421,85.70790384615384,11.0,11.0
Italian Grand Prix,2024,COL,Williams,0.0,4.0,,15.666666666666666,81.061,85.88749999999999,18.0,12.0
Italian Grand Prix,2024,RIC,RB,7.0,28.0,11.333333333333334,15.0,80.479,85.88605769230769,12.0,13.0
Italian Grand Prix,2024,OCO,Alpine,5.0,13.0,14.0,12.333333333333334,80.766,86.23439215686274,15.0,14.0
Italian Grand Prix,2024,GAS,Alpine,8.0,13.0,14.0,12.333333333333334,80.738,86.35682352941177,14.0,15.0
Italian Grand Prix,2024,BOT,Kick Sauber,0.0,0.0,16.666666666666668,19.333333333333332,81.101,86.50123529411765,19.0,16.0
Italian Grand Prix,2024,HUL,Haas F1 Team,20.0,25.0,14.0,15.666666666666666,80.339,86.58976470588235,10.0,17.0
Italian Grand Prix,2024,ZHO,Kick Sauber,0.0,0.0,19.333333333333332,19.333333333333332,81.445,86.74607843137255,20.0,18.0
Italian Grand Prix,2024,STR,Aston Martin,24.0,73.0,11.333333333333334,11.333333333333334,81.013,86.83186274509804,17.0,19.0
Italian Grand Prix,2024,TSU,RB,21.0,28.0,14.0,15.0,80.945,90.23899999999999,16.0,20.0
Azerbaijan Grand Prix,2024,PIA,McLaren,185.0,414.0,2.6666666666666665,3.0,101.686,108.40346938775511,2.0,1.0
Azerbaijan Grand Prix,2024,LEC,Ferrari,201.0,378.0,2.3333333333333335,3.3333333333333335,101.365,108.60787755102041,1.0,2.0
Azerbaijan Grand Prix,2024,RUS,Mercedes,120.0,272.0,11.333333333333334,6.666666666666667,101.874,108.97908163265306,5.0,3.0
Azerbaijan Grand Prix,2024,NOR,McLaren,229.0,414.0,3.0,3.0,103.609,108.9430612244898,15.0,4.0
Azerbaijan Grand Prix,2024,VER,Red Bull Racing,277.0,406.0,4.0,6.666666666666667,102.023,108.92920833333334,6.0,5.0
Azerbaijan Grand Prix,2024,ALO,Aston Martin,49.0,73.0,9.666666666666666,14.333333333333334,102.369,110.0775306122449,7.0,6.0
Azerbaijan Grand Prix,2024,ALB,Williams,6.0,6.0,11.666666666666666,12.333333333333334,102.859,110.07502040816327,9.0,7.0
Azerbaijan Grand Prix,2024,COL,Williams,0.0,6.0,12.0,12.333333333333334,102.53,110.12742857142857,8.0,8.0
Azerbaijan Grand Prix,2024,HAM,Mercedes,152.0,272.0,4.666666666666667,6.666666666666667,102.289,110.01891836734693,19.0,9.0
Azerbaijan Grand Prix,2024,BEA,Haas F1 Team,6.0,26.0,7.0,15.0,102.968,110.16075510204082,10.0,10.0
Azerbaijan Grand Prix,2024,HUL,Haas F1 Team,20.0,26.0,15.333333333333334,15.0,103.191,110.11836734693878,12.0,11.0
Azerbaijan Grand Prix,2024,GAS,Alpine,8.0,13.0,12.333333333333334,14.666666666666666,103.179,110.332,18.0,12.0
Azerbaijan Grand Prix,2024,RIC,RB,7.0,28.0,11.666666666666666,16.666666666666668,103.547,109.98464583333333,14.0,13.0
Azerbaijan Grand Prix,2024,ZHO,Kick Sauber,0.0,0.0,19.0,18.0,104.246,110.35585416666667,17.0,14.0
Azerbaijan Grand Prix,2024,OCO,Alpine,5.0,13.0,12.666666666666666,14.666666666666666,104.504,110.54731249999999,20.0,15.0
Azerbaijan Grand Prix,2024,BOT,Kick Sauber,0.0,0.0,16.666666666666668,18.0,103.618,110.97045833333334,16.0,16.0
Azerbaijan Grand Prix,2024,PER,Red Bull Racing,129.0,406.0,7.0,6.666666666666667,101.813,108.48489583333333,4.0,17.0
Azerbaijan Grand Prix,2024,SAI,Ferrari,171.0,378.0,5.0,3.3333333333333335,101.805,108.4785625,3.0,18.0
Azerbaijan Grand Prix,2024,STR,Aston Martin,24.0,73.0,14.333333333333334,14.333333333333334,103.404,110.68331818181818,13.0,19.0
Azerbaijan Grand Prix,2024,TSU,RB,21.0,28.0,17.666666666666668,16.666666666666668,103.035,115.30784615384616,11.0,20.0
Singapore Grand Prix,2024,NOR,McLaren,241.0,451.0,2.6666666666666665,2.6666666666666665,89.525,97.57618032786885,1.0,1.0
Singapore Grand Prix,2024,VER,Red Bull Racing,287.0,416.0,4.333333333333333,10.0,89.728,97.90332786885246,2.0,2.0
Singapore Grand Prix,2024,PIA,McLaren,210.0,451.0,2.3333333333333335,2.6666666666666665,89.953,98.18239344262295,5.0,3.0
Singapore Grand Prix,2024,RUS,Mercedes,135.0,289.0,5.666666666666667,6.333333333333333,89.867,98.52113114754098,4.0,4.0
Singapore Grand Prix,2024,LEC,Ferrari,219.0,396.0,2.0,8.0,89.747,98.49034426229508,9.0,5.0
Singapore Grand Prix,2024,HAM,Mercedes,154.0,289.0,7.333333333333333,6.333333333333333,89.841,98.93634426229508,3.0,6.0
Singapore Grand Prix,2024,SAI,Ferrari,171.0,396.0,9.0,8.0,90.108,99.0017868852459,10.0,7.0
Singapore Grand Prix,2024,ALO,Aston Martin,57.0,81.0,9.0,14.666666666666666,90.214,99.11766666666668,7.0,8.0
Singapore Grand Prix,2024,HUL,Haas F1 Team,20.0,27.0,13.0,12.666666666666666,90.115,99.16646666666666,6.0,9.0
Singapore Grand Prix,2024,PER,Red Bull Racing,129.0,416.0,10.333333333333334,10.0,90.579,99.15075,13.0,10.0
Singapore Grand Prix,2024,COL,Williams,4.0,16.0,10.0,9.0,90.481,99.18598333333333,12.0,11.0
Singapore Grand Prix,2024,TSU,RB,21.0,28.0,19.0,17.666666666666668,90.354,99.20773333333334,8.0,12.0
Singapore Grand Prix,2024,OCO,Alpine,5.0,13.0,14.666666666666666,14.0,90.769,99.77748333333334,15.0,13.0
Singapore Grand Prix,2024,STR,Aston Martin,24.0,81.0,17.0,14.666666666666666,91.094,99.79221666666668,17.0,14.0
Singapore Grand Prix,2024,ZHO,Kick Sauber,0.0,0.0,17.333333333333332,16.0,92.054,99.93281666666667,20.0,15.0
Singapore Grand Prix,2024,BOT,Kick Sauber,0.0,0.0,17.0,16.0,91.572,99.95065,19.0,16.0
Singapore Grand Prix,2024,GAS,Alpine,8.0,13.0,12.0,14.0,91.312,99.99415,18.0,17.0
Singapore Grand Prix,2024,RIC,RB,7.0,28.0,12.666666666666666,17.666666666666668,91.085,100.51746666666666,16.0,18.0
Singapore Grand Prix,2024,MAG,Haas F1 Team,6.0,27.0,14.0,12.666666666666666,90.653,100.56067272727273,14.0,19.0
Singapore Grand Prix,2024,ALB,Williams,12.0,16.0,10.0,9.0,90.474,103.56657142857144,11.0,20.0
United States Grand Prix,2024,LEC,Ferrari,229.0,412.0,2.6666666666666665,10.0,92.74,99.80496226415093,4.0,1.0
United States Grand Prix,2024,SAI,Ferrari,177.0,412.0,9.666666666666666,10.0,92.652,99.9548679245283,3.0,2.0
United States Grand Prix,2024,VER,Red Bull Racing,305.0,435.0,4.333333333333333,9.666666666666666,92.361,100.15613207547169,2.0,3.0
United States Grand Prix,2024,NOR,McLaren,266.0,491.0,2.6666666666666665,2.6666666666666665,92.33,100.10664150943396,1.0,4.0
United States Grand Prix,2024,PIA,McLaren,225.0,491.0,2.0,2.6666666666666665,92.95,101.17349999999999,5.0,5.0
United States Grand Prix,2024,RUS,Mercedes,147.0,309.0,4.666666666666667,6.333333333333333,92.974,101.929,20.0,6.0
United States Grand Prix,2024,PER,Red Bull Racing,130.0,435.0,11.666666666666666,9.666666666666666,93.02,101.06532075471698,9.0,7.0
United States Grand Prix,2024,HUL,Haas F1 Team,22.0,29.0,12.333333333333334,13.0,93.544,102.07212962962964,11.0,8.0
United States Grand Prix,2024,LAW,RB,0.0,28.0,,16.666666666666668,93.339,101.32135849056604,19.0,9.0
United States Grand Prix,2024,COL,Williams,4.0,16.0,10.333333333333334,13.0,94.062,102.23825925925927,15.0,10.0
United States Grand Prix,2024,MAG,Haas F1 Team,6.0,29.0,15.666666666666666,13.0,93.481,101.40092452830189,8.0,11.0
United States Grand Prix,2024,GAS,Alpine,8.0,13.0,14.666666666666666,15.0,93.018,102.41785185185186,6.0,12.0
United States Grand Prix,2024,ALO,Aston Martin,61.0,85.0,8.333333333333334,13.666666666666666,93.309,102.83784905660377,7.0,13.0
United States Grand Prix,2024,TSU,RB,21.0,28.0,17.333333333333332,16.666666666666668,93.506,101.9318846153846,10.0,14.0
United States Grand Prix,2024,STR,Aston Martin,24.0,85.0,17.333333333333332,13.666666666666666,93.759,102.2228076923077,13.0,15.0
United States Grand Prix,2024,ALB,Williams,12.0,16.0,12.0,13.0,94.051,103.02496226415094,14.0,16.0
United States Grand Prix,2024,BOT,Kick Sauber,0.0,0.0,16.0,15.666666666666666,94.152,103.45141509433962,16.0,17.0
United States Grand Prix,2024,OCO,Alpine,5.0,13.0,14.0,15.0,93.597,103.47805660377358,12.0,18.0
United States Grand Prix,2024,ZHO,Kick Sauber,0.0,0.0,15.666666666666666,15.666666666666666,94.228,104.61862962962962,18.0,19.0
United States Grand Prix,2024,HAM,Mercedes,162.0,309.0,6.666666666666667,6.333333333333333,94.154,,17.0,20.0
Mexico City Grand Prix,2024,SAI,Ferrari,195.0,455.0,9.0,3.3333333333333335,75.946,84.97965714285715,1.0,1.0
Mexico City Grand Prix,2024,NOR,McLaren,278.0,513.0,3.0,4.0,76.26,85.01715714285714,3.0,2.0
Mexico City Grand Prix,2024,LEC,Ferrari,254.0,455.0,2.6666666666666665,3.3333333333333335,76.265,85.41944285714285,4.0,3.0
Mexico City Grand Prix,2024,HAM,Mercedes,162.0,317.0,11.666666666666666,10.666666666666666,76.651,85.54778571428572,6.0,4.0
Mexico City Grand Prix,2024,RUS,Mercedes,155.0,317.0,4.333333333333333,10.666666666666666,76.356,85.56291428571429,5.0,5.0
Mexico City Grand Prix,2024,VER,Red Bull Racing,320.0,456.0,3.3333333333333335,6.666666666666667,76.171,85.86141428571429,2.0,6.0
Mexico City Grand Prix,2024,MAG,Haas F1 Team,6.0,33.0,13.333333333333334,12.666666666666666,76.886,85.75227142857142,7.0,7.0
Mexico City Grand Prix,2024,PIA,McLaren,235.0,513.0,3.0,4.0,77.597,85.53264285714286,17.0,8.0
Mexico City Grand Prix,2024,HUL,Haas F1 Team,26.0,33.0,9.333333333333334,12.666666666666666,77.365,86.08585507246377,10.0,9.0
Mexico City Grand Prix,2024,GAS,Alpine,8.0,13.0,13.666666666666666,15.666666666666666,76.892,85.87088235294118,8.0,10.0
Mexico City Grand Prix,2024,STR,Aston Martin,24.0,85.0,16.0,14.0,77.294,86.33314492753624,14.0,11.0
Mexico City Grand Prix,2024,COL,Williams,5.0,17.0,9.666666666666666,15.333333333333334,77.558,86.30172463768116,16.0,12.0
Mexico City Grand Prix,2024,OCO,Alpine,5.0,13.0,15.333333333333334,15.666666666666666,77.617,86.3871884057971,0.0,13.0
Mexico City Grand Prix,2024,BOT,Kick Sauber,0.0,0.0,16.333333333333332,17.333333333333332,77.817,86.48524637681159,15.0,14.0
Mexico City Grand Prix,2024,ZHO,Kick Sauber,0.0,0.0,16.0,17.333333333333332,78.072,86.7418695652174,19.0,15.0
Mexico City Grand Prix,2024,LAW,RB,2.0,30.0,9.0,13.666666666666666,77.162,86.9468115942029,12.0,16.0
Mexico City Grand Prix,2024,PER,Red Bull Racing,136.0,456.0,11.333333333333334,6.666666666666667,77.611,86.98178260869565,18.0,17.0
Mexico City Grand Prix,2024,ALO,Aston Martin,61.0,85.0,9.0,14.0,77.168,101.25661538461539,13.0,18.0
Mexico City Grand Prix,2024,ALB,Williams,12.0,17.0,14.333333333333334,15.333333333333334,77.065,,9.0,19.0
Mexico City Grand Prix,2024,TSU,RB,21.0,30.0,15.333333333333334,13.666666666666666,77.129,,11.0,20.0
São Paulo Grand Prix,2024,VER,Red Bull Racing,328.0,464.0,3.6666666666666665,10.0,87.771,87.88227272727273,17.0,1.0
São Paulo Grand Prix,2024,OCO,Alpine,5.0,14.0,14.666666666666666,13.666666666666666,84.475,88.23312121212122,4.0,2.0
São Paulo Grand Prix,2024,GAS,Alpine,9.0,14.0,13.0,13.666666666666666,89.614,88.297,13.0,3.0
São Paulo Grand Prix,2024,RUS,Mercedes,165.0,339.0,5.0,9.666666666666666,83.578,88.47709090909092,2.0,4.0
São Paulo Grand Prix,2024,LEC,Ferrari,269.0,495.0,3.0,2.0,84.525,88.55609090909091,6.0,5.0
São Paulo Grand Prix,2024,NOR,McLaren,296.0,535.0,2.3333333333333335,5.0,83.405,88.55074242424243,1.0,6.0
São Paulo Grand Prix,2024,TSU,RB,21.0,30.0,15.333333333333334,16.666666666666668,84.111,88.7265303030303,3.0,7.0
São Paulo Grand Prix,2024,PIA,McLaren,239.0,535.0,5.333333333333333,5.0,84.686,88.6425303030303,8.0,8.0
São Paulo Grand Prix,2024,LAW,RB,2.0,30.0,12.5,16.666666666666668,84.484,89.0259393939394,5.0,9.0
São Paulo Grand Prix,2024,HAM,Mercedes,174.0,339.0,10.0,9.666666666666666,91.15,88.9825303030303,14.0,10.0
São Paulo Grand Prix,2024,PER,Red Bull Racing,136.0,464.0,11.333333333333334,10.0,88.158,89.07934848484848,12.0,11.0
São Paulo Grand Prix,2024,BEA,Haas F1 Team,7.0,41.0,8.5,9.0,91.229,89.20372727272728,15.0,12.0
São Paulo Grand Prix,2024,BOT,Kick Sauber,0.0,0.0,15.666666666666666,16.0,86.472,89.34948484848485,11.0,13.0
São Paulo Grand Prix,2024,ALO,Aston Martin,61.0,85.0,13.0,14.666666666666666,88.998,89.36336363636363,9.0,14.0
São Paulo Grand Prix,2024,ZHO,Kick Sauber,0.0,0.0,16.333333333333332,16.0,92.263,90.22661538461537,19.0,15.0
São Paulo Grand Prix,2024,SAI,Ferrari,220.0,495.0,3.3333333333333335,2.0,89.406,90.35097142857143,20.0,16.0
São Paulo Grand Prix,2024,COL,Williams,5.0,17.0,11.0,15.666666666666666,91.27,89.94200000000001,16.0,17.0
São Paulo Grand Prix,2024,ALB,Williams,12.0,17.0,18.333333333333332,15.666666666666666,84.657,,7.0,18.0
São Paulo Grand Prix,2024,STR,Aston Martin,24.0,85.0,13.333333333333334,14.666666666666666,86.334,,10.0,19.0
São Paulo Grand Prix,2024,HUL,Haas F1 Team,28.0,41.0,8.666666666666666,9.0,91.623,87.79738461538462,18.0,20.0
Las Vegas Grand Prix,2024,RUS,Mercedes,177.0,352.0,5.0,6.333333333333333,92.312,98.42248979591837,1.0,1.0
Las Vegas Grand Prix,2024,HAM,Mercedes,175.0,352.0,11.333333333333334,6.333333333333333,108.106,98.45236734693879,10.0,2.0
Las Vegas Grand Prix,2024,SAI,Ferrari,220.0,505.0,6.333333333333333,8.0,92.41,98.6339387755102,2.0,3.0
Las Vegas Grand Prix,2024,LEC,Ferrari,279.0,505.0,3.0,8.0,92.783,98.70142857142856,4.0,4.0
Las Vegas Grand Prix,2024,VER,Red Bull Racing,353.0,489.0,3.3333333333333335,9.666666666666666,92.797,98.70681632653061,5.0,5.0
Las Vegas Grand Prix,2024,NOR,McLaren,304.0,547.0,4.0,7.333333333333333,93.008,99.23595918367347,6.0,6.0
Las Vegas Grand Prix,2024,PIA,McLaren,243.0,547.0,7.0,7.333333333333333,93.033,99.36532653061224,8.0,7.0
Las Vegas Grand Prix,2024,HUL,Haas F1 Team,28.0,41.0,12.333333333333334,13.666666666666666,93.062,99.53269387755101,9.0,8.0
Las Vegas Grand Prix,2024,TSU,RB,27.0,38.0,13.666666666666666,12.0,93.029,99.62116326530612,7.0,9.0
Las Vegas Grand Prix,2024,PER,Red Bull Racing,136.0,489.0,11.666666666666666,9.666666666666666,94.155,99.5059387755102,15.0,10.0
Las Vegas Grand Prix,2024,ALO,Aston Martin,61.0,85.0,15.0,17.0,94.258,99.63961224489796,16.0,11.0
Las Vegas Grand Prix,2024,MAG,Haas F1 Team,12.0,41.0,12.333333333333334,13.666666666666666,93.297,99.65628571428572,12.0,12.0
Las Vegas Grand Prix,2024,ZHO,Kick Sauber,0.0,0.0,16.333333333333332,14.333333333333334,93.566,99.7831836734694,13.0,13.0
Las Vegas Grand Prix,2024,COL,Williams,5.0,17.0,13.0,18.0,93.749,99.70442857142856,20.0,14.0
Las Vegas Grand Prix,2024,STR,Aston Martin,24.0,85.0,15.0,17.0,94.484,99.92538775510204,18.0,15.0
Las Vegas Grand Prix,2024,LAW,RB,4.0,38.0,11.333333333333334,12.0,94.257,100.09351020408164,14.0,16.0
Las Vegas Grand Prix,2024,OCO,Alpine,23.0,47.0,11.0,6.0,93.221,100.37558333333334,11.0,17.0
Las Vegas Grand Prix,2024,BOT,Kick Sauber,0.0,0.0,14.666666666666666,14.333333333333334,94.43,100.47177083333334,19.0,18.0
Las Vegas Grand Prix,2024,ALB,Williams,12.0,17.0,17.666666666666668,18.0,94.425,100.78641666666665,17.0,19.0
Las Vegas Grand Prix,2024,GAS,Alpine,24.0,47.0,8.333333333333334,6.0,92.664,102.26021428571428,3.0,20.0
Qatar Grand Prix,2024,VER,Red Bull Racing,363.0,500.0,4.0,8.666666666666666,80.52,90.61546153846153,2.0,1.0
Qatar Grand Prix,2024,LEC,Ferrari,291.0,532.0,4.0,7.666666666666667,80.852,93.13383333333333,5.0,2.0
Qatar Grand Prix,2024,PIA,McLaren,249.0,561.0,7.666666666666667,7.0,80.829,94.3288909090909,4.0,3.0
Qatar Grand Prix,2024,RUS,Mercedes,202.0,395.0,3.3333333333333335,4.333333333333333,80.575,95.69278571428572,1.0,4.0
Qatar Grand Prix,2024,GAS,Alpine,24.0,47.0,11.0,13.333333333333334,81.437,95.55701785714287,11.0,5.0
Qatar Grand Prix,2024,SAI,Ferrari,235.0,532.0,6.666666666666667,7.666666666666667,81.041,95.77508928571429,7.0,6.0
Qatar Grand Prix,2024,ALO,Aston Martin,61.0,85.0,14.333333333333334,15.0,81.251,95.75032142857143,8.0,7.0
Qatar Grand Prix,2024,ZHO,Kick Sauber,0.0,0.0,14.333333333333334,15.333333333333334,81.501,95.65426785714286,12.0,8.0
Qatar Grand Prix,2024,MAG,Haas F1 Team,12.0,45.0,10.0,13.333333333333334,81.5,95.84964285714285,10.0,9.0
Qatar Grand Prix,2024,NOR,McLaren,312.0,561.0,4.666666666666667,7.0,80.772,92.4282075471698,3.0,10.0
Qatar Grand Prix,2024,BOT,Kick Sauber,0.0,0.0,15.0,15.333333333333334,81.731,93.74618518518518,13.0,11.0
Qatar Grand Prix,2024,HAM,Mercedes,193.0,395.0,5.333333333333333,4.333333333333333,81.011,93.50805555555556,6.0,12.0
Qatar Grand Prix,2024,TSU,RB,29.0,40.0,12.0,11.333333333333334,81.771,96.40487499999999,14.0,13.0
Qatar Grand Prix,2024,LAW,RB,4.0,40.0,13.666666666666666,11.333333333333334,82.411,95.18567272727272,17.0,14.0
Qatar Grand Prix,2024,ALB,Williams,12.0,17.0,18.666666666666668,17.0,82.39,97.14378181818182,16.0,15.0
Qatar Grand Prix,2024,HUL,Haas F1 Team,32.0,45.0,12.333333333333334,13.333333333333334,82.442,96.55886842105264,18.0,16.0
Qatar Grand Prix,2024,PER,Red Bull Racing,137.0,500.0,12.666666666666666,8.666666666666666,81.425,94.76897222222222,9.0,17.0
Qatar Grand Prix,2024,STR,Aston Martin,24.0,85.0,15.0,15.0,81.911,119.25271428571429,15.0,18.0
Qatar Grand Prix,2024,COL,Williams,5.0,17.0,14.333333333333334,17.0,82.594,,19.0,19.0
Qatar Grand Prix,2024,OCO,Alpine,23.0,47.0,10.666666666666666,13.333333333333334,82.714,,20.0,20.0
Abu Dhabi Grand Prix,2024,NOR,McLaren,313.0,577.0,7.333333333333333,6.666666666666667,82.595,89.5113859649123,1.0,1.0
Abu Dhabi Grand Prix,2024,SAI,Ferrari,243.0,558.0,8.333333333333334,4.0,82.824,89.58112280701754,3.0,2.0
Abu Dhabi Grand Prix,2024,LEC,Ferrari,309.0,558.0,3.6666666666666665,4.0,83.833,89.95745614035087,19.0,3.0
Abu Dhabi Grand Prix,2024,HAM,Mercedes,193.0,407.0,8.0,6.0,83.887,89.9980701754386,16.0,4.0
Abu Dhabi Grand Prix,2024,RUS,Mercedes,214.0,407.0,3.0,6.0,83.132,90.1078947368421,6.0,5.0
Abu Dhabi Grand Prix,2024,VER,Red Bull Racing,388.0,525.0,2.3333333333333335,9.333333333333334,82.945,90.23908771929824,4.0,6.0
Abu Dhabi Grand Prix,2024,GAS,Alpine,34.0,57.0,9.333333333333334,15.0,82.984,90.73450877192982,5.0,7.0
Abu Dhabi Grand Prix,2024,HUL,Haas F1 Team,32.0,47.0,14.666666666666666,12.333333333333334,82.886,90.76047368421052,7.0,8.0
Abu Dhabi Grand Prix,2024,ALO,Aston Martin,67.0,91.0,10.666666666666666,13.333333333333334,83.196,90.86838596491228,8.0,9.0
Abu Dhabi Grand Prix,2024,PIA,McLaren,264.0,577.0,6.0,6.666666666666667,82.804,90.76061403508771,2.0,10.0
Abu Dhabi Grand Prix,2024,ALB,Williams,12.0,17.0,17.333333333333332,17.666666666666668,83.821,91.13128571428571,18.0,11.0
Abu Dhabi Grand Prix,2024,TSU,RB,29.0,40.0,9.666666666666666,14.333333333333334,83.419,91.17896428571429,11.0,12.0
Abu Dhabi Grand Prix,2024,ZHO,Kick Sauber,4.0,4.0,12.0,12.333333333333334,83.88,91.24780357142858,15.0,13.0
Abu Dhabi Grand Prix,2024,STR,Aston Martin,24.0,91.0,17.333333333333332,13.333333333333334,83.784,91.22214285714286,13.0,14.0
Abu Dhabi Grand Prix,2024,DOO,Alpine,0.0,57.0,,15.0,84.105,91.39789285714286,17.0,15.0
Abu Dhabi Grand Prix,2024,MAG,Haas F1 Team,14.0,47.0,9.333333333333334,12.333333333333334,83.877,92.39176785714287,14.0,16.0
Abu Dhabi Grand Prix,2024,LAW,RB,4.0,40.0,13.0,14.333333333333334,83.472,92.18392592592592,12.0,17.0
Abu Dhabi Grand Prix,2024,BOT,Kick Sauber,0.0,4.0,14.0,12.333333333333334,83.204,94.7274827586207,9.0,18.0
Abu Dhabi Grand Prix,2024,COL,Williams,5.0,17.0,16.666666666666668,17.666666666666668,83.912,94.71696,20.0,19.0
Abu Dhabi Grand Prix,2024,PER,Red Bull Racing,137.0,525.0,12.666666666666666,9.333333333333334,83.264,,10.0,20.0
Bahrain Grand Prix,2025,PIA,McLaren,0.0,0.0,,,89.841,99.5394909090909,1.0,1.0
Bahrain Grand Prix,2025,RUS,Mercedes,0.0,0.0,,,90.009,101.67660000000001,3.0,2.0
Bahrain Grand Prix,2025,NOR,McLaren,0.0,0.0,,,90.267,99.976,6.0,3.0
Bahrain Grand Prix,2025,LEC,Ferrari,0.0,0.0,,,90.175,99.99476363636364,2.0,4.0
Bahrain Grand Prix,2025,HAM,Ferrari,0.0,0.0,,,90.772,100.19392727272728,9.0,5.0
Bahrain Grand Prix,2025,VER,Red Bull Racing,0.0,0.0,,,90.423,101.24916071428572,7.0,6.0
Bahrain Grand Prix,2025,GAS,Alpine,0.0,0.0,,,90.216,101.31048214285714,4.0,7.0
Bahrain Grand Prix,2025,OCO,Haas F1 Team,0.0,0.0,,,91.594,101.38433928571429,14.0,8.0
Bahrain Grand Prix,2025,TSU,Red Bull Racing,0.0,0.0,,,91.303,100.51001818181818,10.0,9.0
Bahrain Grand Prix,2025,BEA,Haas F1 Team,0.0,0.0,,,92.373,101.43133928571429,20.0,10.0
Bahrain Grand Prix,2025,ANT,Mercedes,0.0,0.0,,,90.213,100.59807272727274,5.0,11.0
Bahrain Grand Prix,2025,ALB,Williams,0.0,0.0,,,92.04,100.55489090909091,15.0,12.0
Bahrain Grand Prix,2025,HAD,Racing Bulls,0.0,0.0,,,91.271,101.56492857142858,12.0,13.0
Bahrain Grand Prix,2025,DOO,Alpine,0.0,0.0,,,91.245,101.55480357142858,11.0,14.0
Bahrain Grand Prix,2025,ALO,Aston Martin,0.0,0.0,,,91.886,100.76876363636364,13.0,15.0
Bahrain Grand Prix,2025,LAW,Racing Bulls,0.0,0.0,,,92.165,100.51434545454545,17.0,16.0
Bahrain Grand Prix,2025,STR,Aston Martin,0.0,0.0,,,92.283,100.79029090909091,19.0,17.0
Bahrain Grand Prix,2025,BOR,Kick Sauber,0.0,0.0,,,92.186,100.82001818181817,18.0,18.0
Bahrain Grand Prix,2025,SAI,Williams,0.0,0.0,,,90.68,102.3739534883721,8.0,19.0
Bahrain Grand Prix,2025,HUL,Kick Sauber,0.0,0.0,,,92.067,101.48973214285715,16.0,20.0
Saudi Arabian Grand Prix,2025,PIA,McLaren,25.0,40.0,1.0,2.0,87.304,93.67023404255319,2.0,1.0
Saudi Arabian Grand Prix,2025,VER,Red Bull Racing,8.0,10.0,6.0,7.5,87.294,93.7431914893617,1.0,2.0
Saudi Arabian Grand Prix,2025,LEC,Ferrari,12.0,22.0,4.0,4.5,87.67,93.83821276595744,4.0,3.0
Saudi Arabian Grand Prix,2025,NOR,McLaren,15.0,40.0,3.0,2.0,87.481,93.83529787234042,10.0,4.0
Saudi Arabian Grand Prix,2025,RUS,Mercedes,18.0,18.0,2.0,6.5,87.407,94.24734042553192,3.0,5.0
Saudi Arabian Grand Prix,2025,ANT,Mercedes,0.0,18.0,11.0,6.5,87.866,94.39895744680851,5.0,6.0
Saudi Arabian Grand Prix,2025,HAM,Ferrari,10.0,22.0,5.0,4.5,88.201,94.48074468085107,7.0,7.0
Saudi Arabian Grand Prix,2025,SAI,Williams,0.0,0.0,19.0,15.5,88.164,95.02121276595746,6.0,8.0
Saudi Arabian Grand Prix,2025,ALB,Williams,0.0,0.0,12.0,15.5,88.109,95.04657446808511,11.0,9.0
Saudi Arabian Grand Prix,2025,HAD,Racing Bulls,0.0,0.0,13.0,14.5,88.418,95.04317021276594,14.0,10.0
Saudi Arabian Grand Prix,2025,ALO,Aston Martin,0.0,0.0,15.0,16.0,88.303,95.24174468085107,13.0,11.0
